Company,Brand,Location,Season,Year,Sale
Microsoft,Xbox 360 (X360),North America,MAR,2017,110
Microsoft,Xbox 360 (X360),North America,MAR,2018,0
Microsoft,Xbox 360 (X360),North America,MAR,2019,0
Microsoft,Xbox 360 (X360),North America,MAR,2020,0
Microsoft,Xbox 360 (X360),North America,SEP,2013,520
Microsoft,Xbox 360 (X360),North America,SEP,2014,770
Microsoft,Xbox 360 (X360),North America,SEP,2015,30
Microsoft,Xbox 360 (X360),North America,SEP,2016,40
Microsoft,Xbox 360 (X360),North America,SEP,2017,10
Microsoft,Xbox 360 (X360),North America,SEP,2018,0
Microsoft,Xbox 360 (X360),North America,SEP,2019,0
Microsoft,Xbox 360 (X360),North America,SEP,2020,0
Microsoft,Xbox 360 (X360),Other,DEC,2013,80
Microsoft,Xbox 360 (X360),Other,DEC,2014,70
Microsoft,Xbox 360 (X360),Other,DEC,2015,30
Microsoft,Xbox 360 (X360),Other,DEC,2016,10
Microsoft,Xbox 360 (X360),Other,DEC,2017,0
Microsoft,Xbox 360 (X360),Other,DEC,2018,0
Microsoft,Xbox 360 (X360),Other,DEC,2019,0
Microsoft,Xbox 360 (X360),Other,DEC,2020,0
Microsoft,Xbox 360 (X360),Other,JUN,2013,240
Microsoft,Xbox 360 (X360),Other,JUN,2014,0
Microsoft,Xbox 360 (X360),Other,JUN,2015,30
Microsoft,Xbox 360 (X360),Other,JUN,2016,10
Microsoft,Xbox 360 (X360),Other,JUN,2017,0
Microsoft,Xbox 360 (X360),Other,JUN,2018,0
Microsoft,Xbox 360 (X360),Other,JUN,2019,0
Microsoft,Xbox 360 (X360),Other,JUN,2020,0
Microsoft,Xbox 360 (X360),Other,MAR,2013,180
Microsoft,Xbox 360 (X360),Other,MAR,2014,100
Microsoft,Xbox 360 (X360),Other,MAR,2015,130
Microsoft,Xbox 360 (X360),Other,MAR,2016,20
Microsoft,Xbox 360 (X360),Other,MAR,2017,20
Microsoft,Xbox 360 (X360),Other,MAR,2018,0
Microsoft,Xbox 360 (X360),Other,MAR,2019,0
Microsoft,Xbox 360 (X360),Other,MAR,2020,0
Microsoft,Xbox 360 (X360),Other,SEP,2013,80
Microsoft,Xbox 360 (X360),Other,SEP,2014,950
Microsoft,Xbox 360 (X360),Other,SEP,2015,10
Microsoft,Xbox 360 (X360),Other,SEP,2016,10
Microsoft,Xbox 360 (X360),Other,SEP,2017,0
Microsoft,Xbox 360 (X360),Other,SEP,2018,0
Microsoft,Xbox 360 (X360),Other,SEP,2019,0
Microsoft,Xbox 360 (X360),Other,SEP,2020,0
Microsoft,Xbox One (XOne),Europe,DEC,2013,0
Microsoft,Xbox One (XOne),Europe,DEC,2014,1000
Microsoft,Xbox One (XOne),Europe,DEC,2015,590
Microsoft,Xbox One (XOne),Europe,DEC,2016,520
Microsoft,Xbox One (XOne),Europe,DEC,2017,500
Microsoft,Xbox One (XOne),Europe,DEC,2018,470
Microsoft,Xbox One (XOne),Europe,DEC,2019,0
Microsoft,Xbox One (XOne),Europe,DEC,2020,70
Microsoft,Xbox One (XOne),Europe,JUN,2013,0
Microsoft,Xbox One (XOne),Europe,JUN,2014,220
Microsoft,Xbox One (XOne),Europe,JUN,2015,300
Microsoft,Xbox One (XOne),Europe,JUN,2016,470
Microsoft,Xbox One (XOne),Europe,JUN,2017,340
Microsoft,Xbox One (XOne),Europe,JUN,2018,30
Microsoft,Xbox One (XOne),Europe,JUN,2019,0
Microsoft,Xbox One (XOne),Europe,JUN,2020,280
Microsoft,Xbox One (XOne),Europe,MAR,2013,0
Microsoft,Xbox One (XOne),Europe,MAR,2014,890
Microsoft,Xbox One (XOne),Europe,MAR,2015,790
Microsoft,Xbox One (XOne),Europe,MAR,2016,950
Microsoft,Xbox One (XOne),Europe,MAR,2017,1040
Microsoft,Xbox One (XOne),Europe,MAR,2018,1220
Microsoft,Xbox One (XOne),Europe,MAR,2019,820
Microsoft,Xbox One (XOne),Europe,MAR,2020,170
Microsoft,Xbox One (XOne),Europe,SEP,2013,0
Microsoft,Xbox One (XOne),Europe,SEP,2014,120
Microsoft,Xbox One (XOne),Europe,SEP,2015,250
Microsoft,Xbox One (XOne),Europe,SEP,2016,390
Microsoft,Xbox One (XOne),Europe,SEP,2017,350
Microsoft,Xbox One (XOne),Europe,SEP,2018,260
Microsoft,Xbox One (XOne),Europe,SEP,2019,0
Microsoft,Xbox One (XOne),Europe,SEP,2020,120
Microsoft,Xbox One (XOne),Japan,DEC,2013,0
Microsoft,Xbox One (XOne),Japan,DEC,2014,40
Microsoft,Xbox One (XOne),Japan,DEC,2015,0
Microsoft,Xbox One (XOne),Japan,DEC,2016,0
Microsoft,Xbox One (XOne),Japan,DEC,2017,0
Microsoft,Xbox One (XOne),Japan,DEC,2018,0
Microsoft,Xbox One (XOne),Japan,DEC,2019,0
Microsoft,Xbox One (XOne),Japan,DEC,2020,0
Microsoft,Xbox One (XOne),Japan,JUN,2013,0
Microsoft,Xbox One (XOne),Japan,JUN,2014,0
Microsoft,Xbox One (XOne),Japan,JUN,2015,0
Microsoft,Xbox One (XOne),Japan,JUN,2016,0
Microsoft,Xbox One (XOne),Japan,JUN,2017,0
Microsoft,Xbox One (XOne),Japan,JUN,2018,0
Microsoft,Xbox One (XOne),Japan,JUN,2019,0
Microsoft,Xbox One (XOne),Japan,JUN,2020,10
Microsoft,Xbox One (XOne),Japan,MAR,2013,0
Microsoft,Xbox One (XOne),Japan,MAR,2014,0
Microsoft,Xbox One (XOne),Japan,MAR,2015,10
Microsoft,Xbox One (XOne),Japan,MAR,2016,10
Microsoft,Xbox One (XOne),Japan,MAR,2017,10
Microsoft,Xbox One (XOne),Japan,MAR,2018,10
Microsoft,Xbox One (XOne),Japan,MAR,2019,10
Microsoft,Xbox One (XOne),Japan,MAR,2020,0
Microsoft,Xbox One (XOne),Japan,SEP,2013,0
Microsoft,Xbox One (XOne),Japan,SEP,2014,0
Microsoft,Xbox One (XOne),Japan,SEP,2015,10
Microsoft,Xbox One (XOne),Japan,SEP,2016,0
Microsoft,Xbox One (XOne),Japan,SEP,2017,0
Microsoft,Xbox One (XOne),Japan,SEP,2018,10
Microsoft,Xbox One (XOne),Japan,SEP,2019,0
Microsoft,Xbox One (XOne),Japan,SEP,2020,0
Microsoft,Xbox One (XOne),North America,DEC,2013,0
Microsoft,Xbox One (XOne),North America,DEC,2014,1260
Microsoft,Xbox One (XOne),North America,DEC,2015,1170
Microsoft,Xbox One (XOne),North America,DEC,2016,910
Microsoft,Xbox One (XOne),North America,DEC,2017,440
Microsoft,Xbox One (XOne),North America,DEC,2018,710
Microsoft,Xbox One (XOne),North America,DEC,2019,550
Microsoft,Xbox One (XOne),North America,DEC,2020,150
Microsoft,Xbox One (XOne),North America,JUN,2013,0
Microsoft,Xbox One (XOne),North America,JUN,2014,730
Microsoft,Xbox One (XOne),North America,JUN,2015,710
Microsoft,Xbox One (XOne),North America,JUN,2016,610
Microsoft,Xbox One (XOne),North America,JUN,2017,680
Microsoft,Xbox One (XOne),North America,JUN,2018,910
Microsoft,Xbox One (XOne),North America,JUN,2019,690
Microsoft,Xbox One (XOne),North America,JUN,2020,850
Microsoft,Xbox One (XOne),North America,MAR,2013,0
Microsoft,Xbox One (XOne),North America,MAR,2014,2430
Microsoft,Xbox One (XOne),North America,MAR,2015,2270
Microsoft,Xbox One (XOne),North America,MAR,2016,2890
Microsoft,Xbox One (XOne),North America,MAR,2017,2940
Microsoft,Xbox One (XOne),North America,MAR,2018,3230
Microsoft,Xbox One (XOne),North America,MAR,2019,2340
Microsoft,Xbox One (XOne),North America,MAR,2020,1770
Microsoft,Xbox One (XOne),North America,SEP,2013,0
Microsoft,Xbox One (XOne),North America,SEP,2014,390
Microsoft,Xbox One (XOne),North America,SEP,2015,600
Microsoft,Xbox One (XOne),North America,SEP,2016,630
Microsoft,Xbox One (XOne),North America,SEP,2017,470
Microsoft,Xbox One (XOne),North America,SEP,2018,510
Microsoft,Xbox One (XOne),North America,SEP,2019,350
Microsoft,Xbox One (XOne),North America,SEP,2020,350
Microsoft,Xbox One (XOne),Other,DEC,2013,0
Microsoft,Xbox One (XOne),Other,DEC,2014,620
Microsoft,Xbox One (XOne),Other,DEC,2015,260
Microsoft,Xbox One (XOne),Other,DEC,2016,150
Microsoft,Xbox One (XOne),Other,DEC,2017,220
Microsoft,Xbox One (XOne),Other,DEC,2018,180
Microsoft,Xbox One (XOne),Other,DEC,2019,0
Microsoft,Xbox One (XOne),Other,DEC,2020,20
Microsoft,Xbox One (XOne),Other,JUN,2013,0
Microsoft,Xbox One (XOne),Other,JUN,2014,80
Microsoft,Xbox One (XOne),Other,JUN,2015,150
Microsoft,Xbox One (XOne),Other,JUN,2016,150
Microsoft,Xbox One (XOne),Other,JUN,2017,130
Microsoft,Xbox One (XOne),Other,JUN,2018,0
Microsoft,Xbox One (XOne),Other,JUN,2019,0
Microsoft,Xbox One (XOne),Other,JUN,2020,0
Microsoft,Xbox One (XOne),Other,MAR,2013,0
Microsoft,Xbox One (XOne),Other,MAR,2014,220
Microsoft,Xbox One (XOne),Other,MAR,2015,340
Microsoft,Xbox One (XOne),Other,MAR,2016,440
Microsoft,Xbox One (XOne),Other,MAR,2017,460
Microsoft,Xbox One (XOne),Other,MAR,2018,530
Microsoft,Xbox One (XOne),Other,MAR,2019,270
Microsoft,Xbox One (XOne),Other,MAR,2020,0
Microsoft,Xbox One (XOne),Other,SEP,2013,0
Microsoft,Xbox One (XOne),Other,SEP,2014,60
Microsoft,Xbox One (XOne),Other,SEP,2015,80
Microsoft,Xbox One (XOne),Other,SEP,2016,120
Microsoft,Xbox One (XOne),Other,SEP,2017,160
Microsoft,Xbox One (XOne),Other,SEP,2018,70
Microsoft,Xbox One (XOne),Other,SEP,2019,0
Microsoft,Xbox One (XOne),Other,SEP,2020,70
