Company,Brand,Location,Season,Year,Sale
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2013,950
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2014,0
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2015,530
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2016,160
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2017,1400
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2018,200
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2019,40
Nintendo,Nintendo 3DS (3DS),Europe,DEC,2020,10
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2013,550
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2014,440
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2015,650
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2016,560
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2017,170
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2018,170
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2019,0
Nintendo,Nintendo 3DS (3DS),Europe,JUN,2020,30
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2013,1370
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2014,2180
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2015,950
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2016,720
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2017,760
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2018,1190
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2019,320
Nintendo,Nintendo 3DS (3DS),Europe,MAR,2020,70
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2013,660
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2014,0
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2015,210
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2016,0
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2017,200
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2018,0
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2019,0
Nintendo,Nintendo 3DS (3DS),Europe,SEP,2020,70
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2013,1380
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2014,960
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2015,430
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2016,280
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2017,590
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2018,110
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2019,20
Nintendo,Nintendo 3DS (3DS),Japan,DEC,2020,20
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2013,660
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2014,440
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2015,350
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2016,300
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2017,320
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2018,150
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2019,100
Nintendo,Nintendo 3DS (3DS),Japan,JUN,2020,20
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2013,2090
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2014,1490
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2015,1250
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2016,990
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2017,1030
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2018,490
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2019,120
Nintendo,Nintendo 3DS (3DS),Japan,MAR,2020,20
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2013,790
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2014,470
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2015,300
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2016,330
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2017,210
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2018,80
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2019,40
Nintendo,Nintendo 3DS (3DS),Japan,SEP,2020,10
Nintendo,Nintendo 3DS (3DS),North America,DEC,2013,860
Nintendo,Nintendo 3DS (3DS),North America,DEC,2014,580
Nintendo,Nintendo 3DS (3DS),North America,DEC,2015,500
Nintendo,Nintendo 3DS (3DS),North America,DEC,2016,400
Nintendo,Nintendo 3DS (3DS),North America,DEC,2017,620
Nintendo,Nintendo 3DS (3DS),North America,DEC,2018,280
Nintendo,Nintendo 3DS (3DS),North America,DEC,2019,80
Nintendo,Nintendo 3DS (3DS),North America,DEC,2020,70
Nintendo,Nintendo 3DS (3DS),North America,JUN,2013,580
Nintendo,Nintendo 3DS (3DS),North America,JUN,2014,420
Nintendo,Nintendo 3DS (3DS),North America,JUN,2015,680
Nintendo,Nintendo 3DS (3DS),North America,JUN,2016,440
Nintendo,Nintendo 3DS (3DS),North America,JUN,2017,250
Nintendo,Nintendo 3DS (3DS),North America,JUN,2018,460
Nintendo,Nintendo 3DS (3DS),North America,JUN,2019,260
Nintendo,Nintendo 3DS (3DS),North America,JUN,2020,90
Nintendo,Nintendo 3DS (3DS),North America,MAR,2013,1410
Nintendo,Nintendo 3DS (3DS),North America,MAR,2014,2130
Nintendo,Nintendo 3DS (3DS),North America,MAR,2015,1480
Nintendo,Nintendo 3DS (3DS),North America,MAR,2016,1030
Nintendo,Nintendo 3DS (3DS),North America,MAR,2017,1260
Nintendo,Nintendo 3DS (3DS),North America,MAR,2018,1320
Nintendo,Nintendo 3DS (3DS),North America,MAR,2019,630
Nintendo,Nintendo 3DS (3DS),North America,MAR,2020,110
Nintendo,Nintendo 3DS (3DS),North America,SEP,2013,640
Nintendo,Nintendo 3DS (3DS),North America,SEP,2014,400
Nintendo,Nintendo 3DS (3DS),North America,SEP,2015,260
Nintendo,Nintendo 3DS (3DS),North America,SEP,2016,110
Nintendo,Nintendo 3DS (3DS),North America,SEP,2017,280
Nintendo,Nintendo 3DS (3DS),North America,SEP,2018,210
Nintendo,Nintendo 3DS (3DS),North America,SEP,2019,80
Nintendo,Nintendo 3DS (3DS),North America,SEP,2020,350
Nintendo,Nintendo 3DS (3DS),Other,DEC,2013,170
Nintendo,Nintendo 3DS (3DS),Other,DEC,2014,0
Nintendo,Nintendo 3DS (3DS),Other,DEC,2015,110
Nintendo,Nintendo 3DS (3DS),Other,DEC,2016,0
Nintendo,Nintendo 3DS (3DS),Other,DEC,2017,60
Nintendo,Nintendo 3DS (3DS),Other,DEC,2018,50
Nintendo,Nintendo 3DS (3DS),Other,DEC,2019,0
Nintendo,Nintendo 3DS (3DS),Other,DEC,2020,0
Nintendo,Nintendo 3DS (3DS),Other,JUN,2013,70
Nintendo,Nintendo 3DS (3DS),Other,JUN,2014,210
Nintendo,Nintendo 3DS (3DS),Other,JUN,2015,140
Nintendo,Nintendo 3DS (3DS),Other,JUN,2016,110
Nintendo,Nintendo 3DS (3DS),Other,JUN,2017,0
Nintendo,Nintendo 3DS (3DS),Other,JUN,2018,40
Nintendo,Nintendo 3DS (3DS),Other,JUN,2019,0
Nintendo,Nintendo 3DS (3DS),Other,JUN,2020,10
Nintendo,Nintendo 3DS (3DS),Other,MAR,2013,310
Nintendo,Nintendo 3DS (3DS),Other,MAR,2014,390
Nintendo,Nintendo 3DS (3DS),Other,MAR,2015,300
Nintendo,Nintendo 3DS (3DS),Other,MAR,2016,190
Nintendo,Nintendo 3DS (3DS),Other,MAR,2017,0
Nintendo,Nintendo 3DS (3DS),Other,MAR,2018,320
Nintendo,Nintendo 3DS (3DS),Other,MAR,2019,100
Nintendo,Nintendo 3DS (3DS),Other,MAR,2020,0
Nintendo,Nintendo 3DS (3DS),Other,SEP,2013,130
Nintendo,Nintendo 3DS (3DS),Other,SEP,2014,0
Nintendo,Nintendo 3DS (3DS),Other,SEP,2015,50
Nintendo,Nintendo 3DS (3DS),Other,SEP,2016,0
Nintendo,Nintendo 3DS (3DS),Other,SEP,2017,0
Nintendo,Nintendo 3DS (3DS),Other,SEP,2018,30
Nintendo,Nintendo 3DS (3DS),Other,SEP,2019,0
Nintendo,Nintendo 3DS (3DS),Other,SEP,2020,70
Nintendo,Nintendo DS (DS),Europe,DEC,2013,0
Nintendo,Nintendo DS (DS),Europe,DEC,2014,0
Nintendo,Nintendo DS (DS),Europe,DEC,2015,0
Nintendo,Nintendo DS (DS),Europe,DEC,2016,0
Nintendo,Nintendo DS (DS),Europe,DEC,2017,0
Nintendo,Nintendo DS (DS),Europe,DEC,2018,0
Nintendo,Nintendo DS (DS),Europe,DEC,2019,0
Nintendo,Nintendo DS (DS),Europe,DEC,2020,0
Nintendo,Nintendo DS (DS),Europe,JUN,2013,40
Nintendo,Nintendo DS (DS),Europe,JUN,2014,0
Nintendo,Nintendo DS (DS),Europe,JUN,2015,0
Nintendo,Nintendo DS (DS),Europe,JUN,2016,0
Nintendo,Nintendo DS (DS),Europe,JUN,2017,0
Nintendo,Nintendo DS (DS),Europe,JUN,2018,0
Nintendo,Nintendo DS (DS),Europe,JUN,2019,0
Nintendo,Nintendo DS (DS),Europe,JUN,2020,0
Nintendo,Nintendo DS (DS),Europe,MAR,2013,250
Nintendo,Nintendo DS (DS),Europe,MAR,2014,0
Nintendo,Nintendo DS (DS),Europe,MAR,2015,0
Nintendo,Nintendo DS (DS),Europe,MAR,2016,0
Nintendo,Nintendo DS (DS),Europe,MAR,2017,0
Nintendo,Nintendo DS (DS),Europe,MAR,2018,0
Nintendo,Nintendo DS (DS),Europe,MAR,2019,0
Nintendo,Nintendo DS (DS),Europe,MAR,2020,0
Nintendo,Nintendo DS (DS),Europe,SEP,2013,0
Nintendo,Nintendo DS (DS),Europe,SEP,2014,0
Nintendo,Nintendo DS (DS),Europe,SEP,2015,0
Nintendo,Nintendo DS (DS),Europe,SEP,2016,0
Nintendo,Nintendo DS (DS),Europe,SEP,2017,0
Nintendo,Nintendo DS (DS),Europe,SEP,2018,0
Nintendo,Nintendo DS (DS),Europe,SEP,2019,0
Nintendo,Nintendo DS (DS),Europe,SEP,2020,0
Nintendo,Nintendo DS (DS),Japan,DEC,2013,0
Nintendo,Nintendo DS (DS),Japan,DEC,2014,0
Nintendo,Nintendo DS (DS),Japan,DEC,2015,0
Nintendo,Nintendo DS (DS),Japan,DEC,2016,0
Nintendo,Nintendo DS (DS),Japan,DEC,2017,0
Nintendo,Nintendo DS (DS),Japan,DEC,2018,0
Nintendo,Nintendo DS (DS),Japan,DEC,2019,0
Nintendo,Nintendo DS (DS),Japan,DEC,2020,0
Nintendo,Nintendo DS (DS),Japan,JUN,2013,0
Nintendo,Nintendo DS (DS),Japan,JUN,2014,0
Nintendo,Nintendo DS (DS),Japan,JUN,2015,0
Nintendo,Nintendo DS (DS),Japan,JUN,2016,0
Nintendo,Nintendo DS (DS),Japan,JUN,2017,0
Nintendo,Nintendo DS (DS),Japan,JUN,2018,0
Nintendo,Nintendo DS (DS),Japan,JUN,2019,0
Nintendo,Nintendo DS (DS),Japan,JUN,2020,0
Nintendo,Nintendo DS (DS),Japan,MAR,2013,0
Nintendo,Nintendo DS (DS),Japan,MAR,2014,0
Nintendo,Nintendo DS (DS),Japan,MAR,2015,0
Nintendo,Nintendo DS (DS),Japan,MAR,2016,0
Nintendo,Nintendo DS (DS),Japan,MAR,2017,0
Nintendo,Nintendo DS (DS),Japan,MAR,2018,0
Nintendo,Nintendo DS (DS),Japan,MAR,2019,0
Nintendo,Nintendo DS (DS),Japan,MAR,2020,0
Nintendo,Nintendo DS (DS),Japan,SEP,2013,0
Nintendo,Nintendo DS (DS),Japan,SEP,2014,0
Nintendo,Nintendo DS (DS),Japan,SEP,2015,0
Nintendo,Nintendo DS (DS),Japan,SEP,2016,0
Nintendo,Nintendo DS (DS),Japan,SEP,2017,0
Nintendo,Nintendo DS (DS),Japan,SEP,2018,0
Nintendo,Nintendo DS (DS),Japan,SEP,2019,0
Nintendo,Nintendo DS (DS),Japan,SEP,2020,0
Nintendo,Nintendo DS (DS),North America,DEC,2013,50
Nintendo,Nintendo DS (DS),North America,DEC,2014,0
Nintendo,Nintendo DS (DS),North America,DEC,2015,0
Nintendo,Nintendo DS (DS),North America,DEC,2016,0
Nintendo,Nintendo DS (DS),North America,DEC,2017,20
Nintendo,Nintendo DS (DS),North America,DEC,2018,0
Nintendo,Nintendo DS (DS),North America,DEC,2019,0
Nintendo,Nintendo DS (DS),North America,DEC,2020,0
Nintendo,Nintendo DS (DS),North America,JUN,2013,170
Nintendo,Nintendo DS (DS),North America,JUN,2014,0
Nintendo,Nintendo DS (DS),North America,JUN,2015,0
Nintendo,Nintendo DS (DS),North America,JUN,2016,0
Nintendo,Nintendo DS (DS),North America,JUN,2017,0
Nintendo,Nintendo DS (DS),North America,JUN,2018,0
Nintendo,Nintendo DS (DS),North America,JUN,2019,0
Nintendo,Nintendo DS (DS),North America,JUN,2020,0
Nintendo,Nintendo DS (DS),North America,MAR,2013,470
Nintendo,Nintendo DS (DS),North America,MAR,2014,70
Nintendo,Nintendo DS (DS),North America,MAR,2015,0
Nintendo,Nintendo DS (DS),North America,MAR,2016,0
Nintendo,Nintendo DS (DS),North America,MAR,2017,0
Nintendo,Nintendo DS (DS),North America,MAR,2018,0
Nintendo,Nintendo DS (DS),North America,MAR,2019,0
Nintendo,Nintendo DS (DS),North America,MAR,2020,0
Nintendo,Nintendo DS (DS),North America,SEP,2013,140
Nintendo,Nintendo DS (DS),North America,SEP,2014,0
Nintendo,Nintendo DS (DS),North America,SEP,2015,0
Nintendo,Nintendo DS (DS),North America,SEP,2016,0
Nintendo,Nintendo DS (DS),North America,SEP,2017,0
Nintendo,Nintendo DS (DS),North America,SEP,2018,0
Nintendo,Nintendo DS (DS),North America,SEP,2019,0
Nintendo,Nintendo DS (DS),North America,SEP,2020,0
Nintendo,Nintendo DS (DS),Other,DEC,2013,0
Nintendo,Nintendo DS (DS),Other,DEC,2014,0
Nintendo,Nintendo DS (DS),Other,DEC,2015,0
Nintendo,Nintendo DS (DS),Other,DEC,2016,0
Nintendo,Nintendo DS (DS),Other,DEC,2017,0
Nintendo,Nintendo DS (DS),Other,DEC,2018,0
Nintendo,Nintendo DS (DS),Other,DEC,2019,0
Nintendo,Nintendo DS (DS),Other,DEC,2020,0
Nintendo,Nintendo DS (DS),Other,JUN,2013,0
Nintendo,Nintendo DS (DS),Other,JUN,2014,0
Nintendo,Nintendo DS (DS),Other,JUN,2015,0
Nintendo,Nintendo DS (DS),Other,JUN,2016,0
Nintendo,Nintendo DS (DS),Other,JUN,2017,0
Nintendo,Nintendo DS (DS),Other,JUN,2018,0
Nintendo,Nintendo DS (DS),Other,JUN,2019,0
Nintendo,Nintendo DS (DS),Other,JUN,2020,0
Nintendo,Nintendo DS (DS),Other,MAR,2013,0
Nintendo,Nintendo DS (DS),Other,MAR,2014,0
Nintendo,Nintendo DS (DS),Other,MAR,2015,0
Nintendo,Nintendo DS (DS),Other,MAR,2016,0
Nintendo,Nintendo DS (DS),Other,MAR,2017,0
Nintendo,Nintendo DS (DS),Other,MAR,2018,0
Nintendo,Nintendo DS (DS),Other,MAR,2019,0
Nintendo,Nintendo DS (DS),Other,MAR,2020,0
Nintendo,Nintendo DS (DS),Other,SEP,2013,0
Nintendo,Nintendo DS (DS),Other,SEP,2014,0
Nintendo,Nintendo DS (DS),Other,SEP,2015,0
Nintendo,Nintendo DS (DS),Other,SEP,2016,0
Nintendo,Nintendo DS (DS),Other,SEP,2017,0
Nintendo,Nintendo DS (DS),Other,SEP,2018,0
Nintendo,Nintendo DS (DS),Other,SEP,2019,0
Nintendo,Nintendo DS (DS),Other,SEP,2020,0
Nintendo,Nintendo Switch (NS),Europe,DEC,2013,0
Nintendo,Nintendo Switch (NS),Europe,DEC,2014,0
Nintendo,Nintendo Switch (NS),Europe,DEC,2015,0
Nintendo,Nintendo Switch (NS),Europe,DEC,2016,0
Nintendo,Nintendo Switch (NS),Europe,DEC,2017,680
Nintendo,Nintendo Switch (NS),Europe,DEC,2018,790
Nintendo,Nintendo Switch (NS),Europe,DEC,2019,1600
Nintendo,Nintendo Switch (NS),Europe,DEC,2020,1740
Nintendo,Nintendo Switch (NS),Europe,JUN,2013,0
Nintendo,Nintendo Switch (NS),Europe,JUN,2014,0
Nintendo,Nintendo Switch (NS),Europe,JUN,2015,0
Nintendo,Nintendo Switch (NS),Europe,JUN,2016,0
Nintendo,Nintendo Switch (NS),Europe,JUN,2017,840
Nintendo,Nintendo Switch (NS),Europe,JUN,2018,770
Nintendo,Nintendo Switch (NS),Europe,JUN,2019,860
Nintendo,Nintendo Switch (NS),Europe,JUN,2020,970
Nintendo,Nintendo Switch (NS),Europe,MAR,2013,0
Nintendo,Nintendo Switch (NS),Europe,MAR,2014,0
Nintendo,Nintendo Switch (NS),Europe,MAR,2015,0
Nintendo,Nintendo Switch (NS),Europe,MAR,2016,0
Nintendo,Nintendo Switch (NS),Europe,MAR,2017,0
Nintendo,Nintendo Switch (NS),Europe,MAR,2018,1790
Nintendo,Nintendo Switch (NS),Europe,MAR,2019,2280
Nintendo,Nintendo Switch (NS),Europe,MAR,2020,2450
Nintendo,Nintendo Switch (NS),Europe,SEP,2013,0
Nintendo,Nintendo Switch (NS),Europe,SEP,2014,0
Nintendo,Nintendo Switch (NS),Europe,SEP,2015,0
Nintendo,Nintendo Switch (NS),Europe,SEP,2016,0
Nintendo,Nintendo Switch (NS),Europe,SEP,2017,490
Nintendo,Nintendo Switch (NS),Europe,SEP,2018,600
Nintendo,Nintendo Switch (NS),Europe,SEP,2019,660
Nintendo,Nintendo Switch (NS),Europe,SEP,2020,1920
Nintendo,Nintendo Switch (NS),Japan,DEC,2013,0
Nintendo,Nintendo Switch (NS),Japan,DEC,2014,0
Nintendo,Nintendo Switch (NS),Japan,DEC,2015,0
Nintendo,Nintendo Switch (NS),Japan,DEC,2016,0
Nintendo,Nintendo Switch (NS),Japan,DEC,2017,950
Nintendo,Nintendo Switch (NS),Japan,DEC,2018,630
Nintendo,Nintendo Switch (NS),Japan,DEC,2019,1780
Nintendo,Nintendo Switch (NS),Japan,DEC,2020,1260
Nintendo,Nintendo Switch (NS),Japan,JUN,2013,0
Nintendo,Nintendo Switch (NS),Japan,JUN,2014,0
Nintendo,Nintendo Switch (NS),Japan,JUN,2015,0
Nintendo,Nintendo Switch (NS),Japan,JUN,2016,0
Nintendo,Nintendo Switch (NS),Japan,JUN,2017,650
Nintendo,Nintendo Switch (NS),Japan,JUN,2018,620
Nintendo,Nintendo Switch (NS),Japan,JUN,2019,1040
Nintendo,Nintendo Switch (NS),Japan,JUN,2020,1240
Nintendo,Nintendo Switch (NS),Japan,MAR,2013,0
Nintendo,Nintendo Switch (NS),Japan,MAR,2014,0
Nintendo,Nintendo Switch (NS),Japan,MAR,2015,0
Nintendo,Nintendo Switch (NS),Japan,MAR,2016,0
Nintendo,Nintendo Switch (NS),Japan,MAR,2017,0
Nintendo,Nintendo Switch (NS),Japan,MAR,2018,1640
Nintendo,Nintendo Switch (NS),Japan,MAR,2019,1650
Nintendo,Nintendo Switch (NS),Japan,MAR,2020,1770
Nintendo,Nintendo Switch (NS),Japan,SEP,2013,0
Nintendo,Nintendo Switch (NS),Japan,SEP,2014,0
Nintendo,Nintendo Switch (NS),Japan,SEP,2015,0
Nintendo,Nintendo Switch (NS),Japan,SEP,2016,0
Nintendo,Nintendo Switch (NS),Japan,SEP,2017,420
Nintendo,Nintendo Switch (NS),Japan,SEP,2018,500
Nintendo,Nintendo Switch (NS),Japan,SEP,2019,600
Nintendo,Nintendo Switch (NS),Japan,SEP,2020,1520
Nintendo,Nintendo Switch (NS),North America,DEC,2013,0
Nintendo,Nintendo Switch (NS),North America,DEC,2014,0
Nintendo,Nintendo Switch (NS),North America,DEC,2015,0
Nintendo,Nintendo Switch (NS),North America,DEC,2016,0
Nintendo,Nintendo Switch (NS),North America,DEC,2017,1090
Nintendo,Nintendo Switch (NS),North America,DEC,2018,880
Nintendo,Nintendo Switch (NS),North America,DEC,2019,2090
Nintendo,Nintendo Switch (NS),North America,DEC,2020,2550
Nintendo,Nintendo Switch (NS),North America,JUN,2013,0
Nintendo,Nintendo Switch (NS),North America,JUN,2014,0
Nintendo,Nintendo Switch (NS),North America,JUN,2015,0
Nintendo,Nintendo Switch (NS),North America,JUN,2016,0
Nintendo,Nintendo Switch (NS),North America,JUN,2017,1150
Nintendo,Nintendo Switch (NS),North America,JUN,2018,950
Nintendo,Nintendo Switch (NS),North America,JUN,2019,1410
Nintendo,Nintendo Switch (NS),North America,JUN,2020,2510
Nintendo,Nintendo Switch (NS),North America,MAR,2013,0
Nintendo,Nintendo Switch (NS),North America,MAR,2014,0
Nintendo,Nintendo Switch (NS),North America,MAR,2015,0
Nintendo,Nintendo Switch (NS),North America,MAR,2016,0
Nintendo,Nintendo Switch (NS),North America,MAR,2017,0
Nintendo,Nintendo Switch (NS),North America,MAR,2018,2690
Nintendo,Nintendo Switch (NS),North America,MAR,2019,3350
Nintendo,Nintendo Switch (NS),North America,MAR,2020,3210
Nintendo,Nintendo Switch (NS),North America,SEP,2013,0
Nintendo,Nintendo Switch (NS),North America,SEP,2014,0
Nintendo,Nintendo Switch (NS),North America,SEP,2015,0
Nintendo,Nintendo Switch (NS),North America,SEP,2016,0
Nintendo,Nintendo Switch (NS),North America,SEP,2017,740
Nintendo,Nintendo Switch (NS),North America,SEP,2018,730
Nintendo,Nintendo Switch (NS),North America,SEP,2019,990
Nintendo,Nintendo Switch (NS),North America,SEP,2020,1470
Nintendo,Nintendo Switch (NS),Other,DEC,2013,0
Nintendo,Nintendo Switch (NS),Other,DEC,2014,0
Nintendo,Nintendo Switch (NS),Other,DEC,2015,0
Nintendo,Nintendo Switch (NS),Other,DEC,2016,0
Nintendo,Nintendo Switch (NS),Other,DEC,2017,360
Nintendo,Nintendo Switch (NS),Other,DEC,2018,380
Nintendo,Nintendo Switch (NS),Other,DEC,2019,750
Nintendo,Nintendo Switch (NS),Other,DEC,2020,900
Nintendo,Nintendo Switch (NS),Other,JUN,2013,0
Nintendo,Nintendo Switch (NS),Other,JUN,2014,0
Nintendo,Nintendo Switch (NS),Other,JUN,2015,0
Nintendo,Nintendo Switch (NS),Other,JUN,2016,0
Nintendo,Nintendo Switch (NS),Other,JUN,2017,240
Nintendo,Nintendo Switch (NS),Other,JUN,2018,410
Nintendo,Nintendo Switch (NS),Other,JUN,2019,300
Nintendo,Nintendo Switch (NS),Other,JUN,2020,840
Nintendo,Nintendo Switch (NS),Other,MAR,2013,0
Nintendo,Nintendo Switch (NS),Other,MAR,2014,0
Nintendo,Nintendo Switch (NS),Other,MAR,2015,0
Nintendo,Nintendo Switch (NS),Other,MAR,2016,0
Nintendo,Nintendo Switch (NS),Other,MAR,2017,0
Nintendo,Nintendo Switch (NS),Other,MAR,2018,430
Nintendo,Nintendo Switch (NS),Other,MAR,2019,1240
Nintendo,Nintendo Switch (NS),Other,MAR,2020,1400
Nintendo,Nintendo Switch (NS),Other,SEP,2013,0
Nintendo,Nintendo Switch (NS),Other,SEP,2014,0
Nintendo,Nintendo Switch (NS),Other,SEP,2015,0
Nintendo,Nintendo Switch (NS),Other,SEP,2016,0
Nintendo,Nintendo Switch (NS),Other,SEP,2017,300
Nintendo,Nintendo Switch (NS),Other,SEP,2018,300
Nintendo,Nintendo Switch (NS),Other,SEP,2019,380
Nintendo,Nintendo Switch (NS),Other,SEP,2020,1110
Nintendo,Wii (Wii),Europe,DEC,2013,140
Nintendo,Wii (Wii),Europe,DEC,2014,0
Nintendo,Wii (Wii),Europe,DEC,2015,0
Nintendo,Wii (Wii),Europe,DEC,2016,0
Nintendo,Wii (Wii),Europe,DEC,2017,130
Nintendo,Wii (Wii),Europe,DEC,2018,0
Nintendo,Wii (Wii),Europe,DEC,2019,0
Nintendo,Wii (Wii),Europe,DEC,2020,0
Nintendo,Wii (Wii),Europe,JUN,2013,510
Nintendo,Wii (Wii),Europe,JUN,2014,0
Nintendo,Wii (Wii),Europe,JUN,2015,0
Nintendo,Wii (Wii),Europe,JUN,2016,0
Nintendo,Wii (Wii),Europe,JUN,2017,0
Nintendo,Wii (Wii),Europe,JUN,2018,0
Nintendo,Wii (Wii),Europe,JUN,2019,0
Nintendo,Wii (Wii),Europe,JUN,2020,0
Nintendo,Wii (Wii),Europe,MAR,2013,410
Nintendo,Wii (Wii),Europe,MAR,2014,280
Nintendo,Wii (Wii),Europe,MAR,2015,0
Nintendo,Wii (Wii),Europe,MAR,2016,0
Nintendo,Wii (Wii),Europe,MAR,2017,0
Nintendo,Wii (Wii),Europe,MAR,2018,0
Nintendo,Wii (Wii),Europe,MAR,2019,0
Nintendo,Wii (Wii),Europe,MAR,2020,0
Nintendo,Wii (Wii),Europe,SEP,2013,150
Nintendo,Wii (Wii),Europe,SEP,2014,0
Nintendo,Wii (Wii),Europe,SEP,2015,0
Nintendo,Wii (Wii),Europe,SEP,2016,0
Nintendo,Wii (Wii),Europe,SEP,2017,0
Nintendo,Wii (Wii),Europe,SEP,2018,0
Nintendo,Wii (Wii),Europe,SEP,2019,0
Nintendo,Wii (Wii),Europe,SEP,2020,0
Nintendo,Wii (Wii),Japan,DEC,2013,10
Nintendo,Wii (Wii),Japan,DEC,2014,10
Nintendo,Wii (Wii),Japan,DEC,2015,0
Nintendo,Wii (Wii),Japan,DEC,2016,0
Nintendo,Wii (Wii),Japan,DEC,2017,0
Nintendo,Wii (Wii),Japan,DEC,2018,0
Nintendo,Wii (Wii),Japan,DEC,2019,0
Nintendo,Wii (Wii),Japan,DEC,2020,0
Nintendo,Wii (Wii),Japan,JUN,2013,20
Nintendo,Wii (Wii),Japan,JUN,2014,0
Nintendo,Wii (Wii),Japan,JUN,2015,0
Nintendo,Wii (Wii),Japan,JUN,2016,0
Nintendo,Wii (Wii),Japan,JUN,2017,0
Nintendo,Wii (Wii),Japan,JUN,2018,0
Nintendo,Wii (Wii),Japan,JUN,2019,0
Nintendo,Wii (Wii),Japan,JUN,2020,0
Nintendo,Wii (Wii),Japan,MAR,2013,50
Nintendo,Wii (Wii),Japan,MAR,2014,10
Nintendo,Wii (Wii),Japan,MAR,2015,0
Nintendo,Wii (Wii),Japan,MAR,2016,0
Nintendo,Wii (Wii),Japan,MAR,2017,0
Nintendo,Wii (Wii),Japan,MAR,2018,0
Nintendo,Wii (Wii),Japan,MAR,2019,0
Nintendo,Wii (Wii),Japan,MAR,2020,0
Nintendo,Wii (Wii),Japan,SEP,2013,20
Nintendo,Wii (Wii),Japan,SEP,2014,0
Nintendo,Wii (Wii),Japan,SEP,2015,0
Nintendo,Wii (Wii),Japan,SEP,2016,0
Nintendo,Wii (Wii),Japan,SEP,2017,0
Nintendo,Wii (Wii),Japan,SEP,2018,0
Nintendo,Wii (Wii),Japan,SEP,2019,0
Nintendo,Wii (Wii),Japan,SEP,2020,0
Nintendo,Wii (Wii),North America,DEC,2013,120
Nintendo,Wii (Wii),North America,DEC,2014,60
Nintendo,Wii (Wii),North America,DEC,2015,10
Nintendo,Wii (Wii),North America,DEC,2016,0
Nintendo,Wii (Wii),North America,DEC,2017,130
Nintendo,Wii (Wii),North America,DEC,2018,0
Nintendo,Wii (Wii),North America,DEC,2019,0
Nintendo,Wii (Wii),North America,DEC,2020,0
Nintendo,Wii (Wii),North America,JUN,2013,180
Nintendo,Wii (Wii),North America,JUN,2014,60
Nintendo,Wii (Wii),North America,JUN,2015,0
Nintendo,Wii (Wii),North America,JUN,2016,0
Nintendo,Wii (Wii),North America,JUN,2017,0
Nintendo,Wii (Wii),North America,JUN,2018,0
